股票代码,market_code,所属概念数量,所属概念,code
002452.SZ,33,15,智能电网;柔性直流输电;充电桩;特高压;储能;数据中心(AIDC);风电;光伏概念;军工;新能源汽车;专精特新;绿色电力;新疆振兴;深股通;融资融券,002452
600218.SH,17,13,农机;中俄贸易概念;燃料电池;氢能源;工业互联网;乡村振兴;钒电池;新能源汽车;地下管网;国企改革;减速器;光伏建筑一体化;融资融券,600218
603191.SH,17,18,智能电网;水利;风电;雅下水电概念;东数西算(算力);充电桩;特钢概念;数据中心(AIDC);PPP概念;储能;工业互联网;西部大开发;一带一路;光伏概念;高铁;专精特新;沪股通;融资融券,603191
688201.SH,22,21,电子身份证;华为鲲鹏;华为昇腾;数据安全;网络安全;信创;数字货币;跨境支付(CIPS);区块链;鸿蒙概念;AI智能体;车联网(车路协同);AIGC概念;量子科技;DeepSeek概念;军工信息化;人工智能;工业互联网;低空经济;专精特新;ST板块,688201
300248.SZ,33,39,空间计算;华为鲲鹏;华为盘古;智慧政务;AI应用;AI语料;数据要素;元宇宙;鸿蒙概念;虚拟数字人;AI智能体;在线教育;人脸识别;移动支付;云计算;数字乡村;区块链;数字经济;智慧城市;数字货币;职业教育;网络安全;阿里巴巴概念;DeepSeek概念;蚂蚁集团概念;人工智能;物联网;虚拟现实;水利;算力租赁;机器人概念;养老概念;人形机器人;华为概念;创投;乡村振兴;食品安全;智能电网;深股通,300248
300173.SZ,33,22,ST板块;数字经济;数据要素;国企改革;网络安全;粤港澳大湾区;石墨烯;新型工业化;钠离子电池;高端装备;储能;华为概念;锂电池概念;新能源汽车;宁德时代概念;机器视觉;算力租赁;固态电池;数据中心(AIDC);无线耳机;消费电子概念;先进封装,300173
300777.SZ,33,9,碳纤维;军民融合;商业航天;军工;无人机;人形机器人;专精特新;融资融券;深股通,300777
688288.SH,17,15,EDR概念;车联网(车路协同);智慧城市;数据要素;星闪概念;人工智能;物联网;两轮车;腾讯概念;汽车热管理;无人驾驶;专精特新;智能座舱;汽车电子;融资融券,688288
000776.SZ,33,5,期货概念;证金持股;同花顺漂亮100;深股通;融资融券,000776
002296.SZ,33,14,高铁;智慧城市;人工智能;安防;低空经济;工业互联网;信创;区块链;卫星导航;大飞机;高端装备;专精特新;储能;钒电池,002296
600722.SH,17,6,煤化工概念;国企改革;京津冀一体化;风电;融资融券;沪股通,600722
002634.SZ,33,4,ST板块;互联网金融;光伏概念;TOPCON电池,002634
600771.SH,17,7,创新药;医药电商;阿尔茨海默概念;白酒概念;国企改革;融资融券;沪股通,600771
000701.SZ,33,28,物联网;车联网(车路协同);军工信息化;海峡两岸;无人机;智慧城市;无人零售;低空经济;石墨烯;小米概念;专精特新;智能物流;创投;数字经济;福建自贸区;小米汽车;互联网金融;华为汽车;一带一路;Web3.0;AIGC概念;统一大市场;国企改革;MiniLED;金属镍;小金属概念;IP经济(谷子经济);金属铜,000701
603883.SH,17,8,医药电商;养老概念;医疗器械概念;智能医疗;AI智能体;腾讯概念;沪股通;融资融券,603883
601113.SH,17,1,沪股通,601113
600629.SH,17,21,上海国企改革;装配式建筑;房屋检测;一带一路;新型城镇化;低空经济;数字孪生;人工智能;创投;水利;建筑节能;地下管网;数字经济;PPP概念;雄安新区;乡村振兴;参股券商;国企改革;碳中和;融资融券;沪股通,600629
600352.SH,17,6,染料;参股银行;创投;人工智能;沪股通;融资融券,600352
002067.SZ,33,12,数字孪生;机器人概念;托育服务;数字经济;光伏建筑一体化;一带一路;创投;烟草;绿色电力;长三角一体化;深股通;融资融券,002067
600452.SH,17,6,央企国企改革;国企改革;水泥概念;西部大开发;沪股通;融资融券,600452
603933.SH,17,18,工业母机;人形机器人;新型工业化;无人机;机器人概念;新能源汽车;工业互联网;福建自贸区;数字经济;物联网;智能家居;海峡两岸;消费电子概念;汽车电子;储能;芯片概念;MCU芯片;存储芯片,603933
603119.SH,17,16,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;无人驾驶;新能源汽车;专精特新;人民币贬值受益;共同富裕示范区;长三角一体化;宁德时代概念;一带一路;储能;沪股通;融资融券,603119
002295.SZ,33,6,金属铜;数字经济;国企改革;储能;虚拟电厂;股权转让(并购重组),002295
002669.SZ,33,26,先进封装;PCB概念;消费电子概念;MCU芯片;芯片概念;毫米波雷达;5G;传感器;光伏概念;专精特新;新能源汽车;锂电池概念;华为概念;商业航天;卫星导航;机器人概念;军工信息化;军工;高铁;低空经济;碳纤维;军民融合;数字经济;一带一路;风电;国企改革,002669
688125.SH,17,15,光刻胶;苹果概念;消费电子概念;专精特新;比亚迪概念;宁德时代概念;机器视觉;汽车电子;机器人概念;新型工业化;一带一路;工业母机;人形机器人;沪股通;融资融券,688125
603032.SH,17,8,固态电池;锂电池概念;比亚迪概念;机器人概念;减速器;西部大开发;新疆振兴;融资融券,603032
003018.SZ,33,4,富士康概念;液冷服务器;东数西算(算力);深股通,003018
688069.SH,17,10,数字孪生;专精特新;人工智能;水利;光伏概念;储能;碳中和;氢能源;碳交易;融资融券,688069
002811.SZ,33,9,装配式建筑;一带一路;IP经济(谷子经济);人工智能;数字经济;AIGC概念;DeepSeek概念;云计算;芯片概念,002811
603893.SH,17,29,智能音箱;电力物联网;智能穿戴;小米概念;智能座舱;虚拟现实;AI眼镜;物联网;中国AI 50;百度概念;腾讯概念;华为概念;MCU芯片;智能家居;机器视觉;人工智能;消费电子概念;汽车芯片;比亚迪概念;机器人概念;人形机器人;海峡两岸;芯片概念;福建自贸区;2025年报预增;国家大基金持股;2026一季报预增;融资融券;沪股通,603893
603579.SH,17,16,养老概念;跨境电商;Web3.0;智能医疗;DeepSeek概念;人工智能;鸿蒙概念;脑机接口;阿里巴巴概念;人民币贬值受益;长三角一体化;虚拟现实;机器人概念;专精特新;小米概念;沪股通,603579
002992.SZ,33,15,小米概念;无人机;比亚迪概念;虚拟现实;新能源汽车;智能穿戴;华为概念;消费电子概念;智能座舱;AI眼镜;固态电池;PET铜箔;锂电池概念;MiniLED;深股通,002992
301062.SZ,33,6,食品安全;DeepSeek概念;光伏概念;高压快充;商业航天;融资融券,301062
002284.SZ,33,12,华为汽车;长安汽车概念;智能物流;无人驾驶;新能源汽车;车联网(车路协同);比亚迪概念;2025年报预增;毫米波雷达;汽车电子;深股通;融资融券,002284
002356.SZ,33,8,共享单车;天然气;数字经济;氢能源;绿色电力;风电;充电桩;深股通,002356
603982.SH,17,13,家用电器;长安汽车概念;减速器;一体化压铸;华为汽车;小米汽车;新能源汽车;比亚迪概念;特斯拉概念;华为概念;小米概念;宁德时代概念;融资融券,603982
003023.SZ,33,9,露营经济;宠物经济;三胎概念;医疗器械概念;跨境电商;家用电器;西部大开发;智能家居;消毒剂,003023
600230.SH,17,5,国企改革;央企国企改革;京津冀一体化;沪股通;融资融券,600230
920187.BJ,151,2,新股与次新股;融资融券,920187
300291.SZ,33,16,短剧游戏;快手概念;文化传媒概念;网红经济;IP经济(谷子经济);网络游戏;虚拟数字人;旅游概念;抖音概念(字节概念);AI应用;百度概念;腾讯概念;阿里巴巴概念;人工智能;华为概念;深股通,300291
600613.SH,17,2,医药电商;流感,600613
301278.SZ,33,9,充电桩;光伏概念;专精特新;储能;钙钛矿电池;机器人概念;光伏建筑一体化;一带一路;融资融券,301278
002117.SZ,33,24,Web3.0;拼多多概念;数据确权;ChatGPT概念;数字经济;蚂蚁集团概念;知识产权保护;财税数字化;区块链;人脸识别;智慧政务;移动支付;电子身份证;数字货币;DeepSeek概念;信创;阿里巴巴概念;物联网;机器人概念;人形机器人;东数西算(算力);数据中心(AIDC);深股通;融资融券,002117
002888.SZ,33,13,横琴新区;跨境电商;智能家居;物联网;星闪概念;粤港澳大湾区;智能音箱;华为概念;2025年报预增;无线耳机;汽车电子;绿色电力;消费电子概念,002888
600644.SH,17,13,绿色电力;虚拟电厂;天然气;地下管网;充电桩;污水处理;储能;乡村振兴;参股银行;西部大开发;光伏概念;沪股通;融资融券,600644
300374.SZ,33,12,装配式建筑;新型城镇化;乡村振兴;雄安新区;国企改革;京津冀一体化;建筑节能;央企国企改革;一带一路;新疆振兴;工业互联网;中字头股票,300374
920496.BJ,151,15,数据中心(AIDC);虚拟电厂;充电桩;储能;智能电网;光伏概念;数字孪生;融资融券;机器人概念;电力物联网;华为鲲鹏;华为概念;一带一路;专精特新;人工智能,920496
002862.SZ,33,20,跨境电商;NFT概念;IP经济(谷子经济);三胎概念;AIGC概念;智能音箱;宠物经济;人工智能;网络游戏;ChatGPT概念;人民币贬值受益;手机游戏;DeepSeek概念;百度概念;光伏建筑一体化;充电桩;光伏概念;绿色电力;HJT电池;TOPCON电池,002862
301369.SZ,33,8,中芯国际概念;第三代半导体;芯片概念;专精特新;2025年报预增;创投;深股通;融资融券,301369
300030.SZ,33,12,家庭医生;智能医疗;医疗器械概念;细胞免疫治疗;数据要素;人工智能;DeepSeek概念;横琴新区;云计算;PPP概念;粤港澳大湾区;国企改革,300030
920541.BJ,151,6,机器人概念;高铁;融资融券;专精特新;一带一路;无人驾驶,920541
002421.SZ,33,32,数字孪生;华为鲲鹏;人脸识别;信创;云计算;鸿蒙概念;抖音概念(字节概念);物联网;AI智能体;小米概念;机器人概念;AI应用;工业互联网;智慧城市;华为概念;腾讯概念;液冷服务器;东数西算(算力);数字经济;人工智能;数据中心(AIDC);DeepSeek概念;建筑节能;粤港澳大湾区;宁德时代概念;雄安新区;碳中和;智能医疗;PPP概念;养老概念;深股通;融资融券,002421
300453.SZ,33,2,医疗器械概念;工业互联网,300453
002115.SZ,33,25,智慧灯杆;卫星导航;华为概念;专精特新;5G;智慧城市;信创;海工装备;腾讯概念;阿里巴巴概念;6G概念;AIGC概念;抖音概念(字节概念);人工智能;小红书概念;AI应用;快手概念;虚拟数字人;创投;短剧游戏;文化传媒概念;共同富裕示范区;网红经济;深股通;融资融券,002115
300194.SZ,33,10,肝炎概念;流感;仿制药一致性评价;创新药;猴痘概念;幽门螺杆菌概念;参股银行;西部大开发;深股通;融资融券,300194
002599.SZ,33,27,在线教育;AI应用;手机游戏;虚拟数字人;职业教育;体育产业;语音技术;元宇宙;跨境电商;鸿蒙概念;文化传媒概念;京津冀一体化;人脸识别;人工智能;DeepSeek概念;云办公;数字孪生;三胎概念;智谱AI;腾讯概念;机器人概念;人形机器人;物联网;虚拟现实;机器视觉;海峡两岸;无人机,002599
002908.SZ,33,27,区块链;职业教育;数据要素;数字经济;智慧政务;电子身份证;AI应用;AI智能体;数据确权;AI语料;移动支付;智慧城市;数字货币;京津冀一体化;DeepSeek概念;信创;乡村振兴;智谱AI;人工智能;智能医疗;腾讯概念;抖音概念(字节概念);物联网;农村电商;粤港澳大湾区;华为概念;东数西算(算力),002908
920906.BJ,151,9,2025年报预增;长安汽车概念;高端装备;机器人概念;比亚迪概念;无人驾驶;新能源汽车;融资融券;智能座舱,920906
601717.SH,17,17,煤炭概念;高股息精选;风电;中俄贸易概念;储能;DeepSeek概念;汽车热管理;华为汽车;长安汽车概念;华为概念;新能源汽车;机器人概念;高铁;比亚迪概念;沪股通;融资融券;军工,601717
002878.SZ,33,33,冰雪产业;体育产业;NFT概念;拼多多概念;网红经济;文化传媒概念;短剧游戏;Web3.0;IP经济(谷子经济);小红书概念;三胎概念;虚拟数字人;京津冀一体化;快手概念;AI视频;元宇宙;数字经济;AIGC概念;ChatGPT概念;区块链;数据要素;人工智能;百度概念;抖音概念(字节概念);腾讯概念;虚拟现实;阿里巴巴概念;智能音箱;华为概念;小米概念;消费电子概念;无线耳机;深股通,002878
300452.SZ,33,3,合成生物;医美概念;专精特新,300452
002079.SZ,33,27,BC电池;HJT电池;TOPCON电池;钙钛矿电池;汽车芯片;第三代半导体;先进封装;芯片概念;光伏概念;消费电子概念;无线耳机;智能穿戴;苹果概念;汽车电子;小米概念;5G;比亚迪概念;传感器;储能;虚拟现实;华为概念;人形机器人;物联网;机器人概念;深股通;融资融券;股权转让(并购重组),002079
002309.SZ,33,23,光伏建筑一体化;绿色电力;TOPCON电池;碳中和;风电;国企改革;海工装备;钙钛矿电池;高铁;一带一路;智能电网;充电桩;光伏概念;储能;军民融合;军工;锂电池概念;深股通;华为概念;新能源汽车;5G;比亚迪概念;摘帽,002309
002121.SZ,33,12,电力物联网;虚拟电厂;智能电网;充电桩;储能;锂电池概念;绿色电力;新能源汽车;机器人概念;一带一路;深股通;融资融券,002121
002748.SZ,33,4,消毒剂;染料;锂电池概念;2025年报预增,002748
601579.SH,17,4,白酒概念;共同富裕示范区;沪股通;融资融券,601579
600483.SH,17,10,抽水蓄能;绿色电力;风电;高股息精选;国企改革;核电;海峡两岸;福建自贸区;沪股通;融资融券,600483
000767.SZ,33,11,超超临界发电;绿色电力;碳交易;风电;碳中和;储能;国企改革;2025年报预增;深股通;融资融券;股权转让(并购重组),000767
001317.SZ,33,11,拼多多概念;长安汽车概念;跨境电商;智能物流;无人驾驶;传感器;统一大市场;低空经济;一带一路;新疆振兴;西部大开发,001317
002393.SZ,33,15,阿尔茨海默概念;仿制药一致性评价;创新药;肝炎概念;维生素;流感;合成生物;京津冀一体化;国企改革;短剧游戏;2025年报预增;专精特新;核污染防治;融资融券;深股通,002393
300651.SZ,33,3,足球概念;体育产业;2025年报预增,300651
600746.SH,17,4,煤化工概念;国企改革;固废处理;沪股通,600746
603655.SH,17,2,2025年报预增;新能源汽车,603655
688548.SH,17,11,存储芯片;芯片概念;氢能源;商业航天;专精特新;粤港澳大湾区;华为概念;国企改革;数字孪生;沪股通;融资融券,688548
300091.SZ,33,13,ST板块;乡村振兴;污水处理;碳中和;超超临界发电;光热发电;核电;氢能源;燃料电池;军工;储能;高端装备;无人机,300091
